O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-9199.02	2.D.1	Required Level of Education	RL	9	0.00	24	0.0000	n/a	n/a	N	08/2019	Incumbent
11-9199.02	2.D.1	Required Level of Education	RL	10	0.17	24	0.1740	0.0194	1.4263	N	08/2019	Incumbent
11-9199.02	2.D.1	Required Level of Education	RL	11	0.00	24	0.0000	n/a	n/a	N	08/2019	Incumbent
11-9199.02	2.D.1	Required Level of Education	RL	12	0.00	24	0.0000	n/a	n/a	N	08/2019	Incumbent
11-9199.02	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.27	24	0.3403	2.5696	3.9776	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	1	13.44	24	9.0249	3.0249	43.5902	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	2	0.00	24	0.0000	n/a	n/a	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	3	0.00	24	0.0000	n/a	n/a	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	4	1.27	24	1.3131	0.1464	10.1107	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	5	0.00	24	0.0000	n/a	n/a	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	6	9.81	24	6.5952	2.2738	33.7049	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	7	42.56	24	14.2516	18.1584	71.2231	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	8	18.38	24	8.0118	6.9436	40.4681	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	9	4.58	24	4.5230	0.5598	29.0089	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	10	5.02	24	3.8264	0.9953	21.7517	N	08/2019	Incumbent
11-9199.02	3.A.1	Related Work Experience	RW	11	4.94	24	3.7918	0.9691	21.6373	N	08/2019	Incumbent
11-9199.02	3.A.2	On-Site or In-Plant Training	PT	1	4.41	24	3.5883	0.7857	21.1652	N	08/2019	Incumbent
11-9199.02	3.A.2	On-Site or In-Plant Training	PT	2	5.08	24	4.2560	0.8563	24.9310	N	08/2019	Incumbent
11-9199.02	3.A.2	On-Site or In-Plant Training	PT	3	14.06	24	12.6916	1.8280	58.9666	N	08/2019	Incumbent
11-9199.02	3.A.2	On-Site or In-Plant Training	PT	4	12.05	24	7.6616	2.9768	37.9387	N	08/2019	Incumbent
11-9199.02	3.A.2	On-Site or In-Plant Training	PT	5	13.74	24	7.1792	4.3539	35.8018	N	08/2019	Incumbent
11-9199.02	3.A.2	On-Site or In-Plant Training	PT	6	30.86	24	10.3796	14.0279	54.9757	N	08/2019	Incumbent
11-9199.02	3.A.2	On-Site or In-Plant Training	PT	7	18.53	24	9.8779	5.5514	46.8233	N	08/2019	Incumbent
11-9199.02	3.A.2	On-Site or In-Plant Training	PT	8	0.00	24	0.0000	n/a	n/a	N	08/2019	Incumbent
11-9199.02	3.A.2	On-Site or In-Plant Training	PT	9	1.27	24	1.3324	0.1418	10.4037	N	08/2019	Incumbent
11-9199.02	3.A.3	On-the-Job Training	OJ	1	0.00	24	0.0000	n/a	n/a	N	08/2019	Incumbent
11-9199.02	3.A.3	On-the-Job Training	OJ	2	8.85	24	5.8545	2.1181	30.3481	N	08/2019	Incumbent
11-9199.02	3.A.3	On-the-Job Training	OJ	3	27.04	24	14.0097	7.8618	61.6918	N	08/2019	Incumbent
11-9199.02	3.A.3	On-the-Job Training	OJ	4	20.96	24	9.4833	7.5046	46.4259	N	08/2019	Incumbent
11-9199.02	3.A.3	On-the-Job Training	OJ	5	13.87	24	6.7375	4.7717	34.0852	N	08/2019	Incumbent
11-9199.02	3.A.3	On-the-Job Training	OJ	6	22.56	24	9.4594	8.6811	47.1730	N	08/2019	Incumbent
11-9199.02	3.A.3	On-the-Job Training	OJ	7	0.00	24	0.0000	n/a	n/a	N	08/2019	Incumbent
11-9199.02	3.A.3	On-the-Job Training	OJ	8	0.00	24	0.0000	n/a	n/a	N	08/2019	Incumbent
11-9199.02	3.A.3	On-the-Job Training	OJ	9	6.72	24	6.6118	0.8060	38.9726	N	08/2019	Incumbent
11-9199.02	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.35	23	0.2748	1.7780	2.9179	N	08/2019	Incumbent
11-9199.08	2.D.1	Required Level of Education	RL	1	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	2	13.64	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	3	9.09	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	4	9.09	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	5	9.09	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	6	54.55	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	7	4.55	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	8	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	9	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	10	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	11	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.1	Required Level of Education	RL	12	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	2.D.4.a	Job-Related Professional Certification	IM	n/a	3.09	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	1	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	2	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	3	4.55	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	4	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	5	4.55	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	6	27.27	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	7	22.73	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	8	31.82	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	9	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	10	4.55	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.1	Related Work Experience	RW	11	4.55	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.2	On-Site or In-Plant Training	PT	1	4.76	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.2	On-Site or In-Plant Training	PT	2	28.57	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.2	On-Site or In-Plant Training	PT	3	19.05	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.2	On-Site or In-Plant Training	PT	4	9.52	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.2	On-Site or In-Plant Training	PT	5	14.29	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.2	On-Site or In-Plant Training	PT	6	14.29	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.2	On-Site or In-Plant Training	PT	7	4.76	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.2	On-Site or In-Plant Training	PT	8	4.76	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.3	On-the-Job Training	OJ	1	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.3	On-the-Job Training	OJ	2	9.09	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.3	On-the-Job Training	OJ	3	31.82	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.3	On-the-Job Training	OJ	4	22.73	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.3	On-the-Job Training	OJ	5	18.18	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.3	On-the-Job Training	OJ	6	4.55	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.3	On-the-Job Training	OJ	7	9.09	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.3	On-the-Job Training	OJ	8	4.55	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.3	On-the-Job Training	OJ	9	0.00	22	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.08	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.43	21	n/a	n/a	n/a	n/a	08/2019	Occupational Expert
11-9199.09	2.D.1	Required Level of Education	RL	1	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	2	14.92	20	11.3171	2.6401	53.1263	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	3	7.07	20	4.4618	1.8052	23.9628	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	4	3.55	20	3.3624	0.4706	22.3095	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	5	39.70	20	16.6486	13.3137	73.8400	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	6	34.76	20	14.8418	11.9232	67.7018	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	7	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	8	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	9	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	10	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	11	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	2.D.1	Required Level of Education	RL	12	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.30	20	0.3844	1.4970	3.1063	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	1	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	2	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	3	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	4	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	5	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	6	25.03	20	15.0017	5.8938	64.0201	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	7	9.70	20	5.9619	2.5221	30.8645	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	8	38.80	20	15.6845	13.7282	71.6436	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	9	4.64	20	3.4965	0.9240	20.2719	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	10	2.67	20	2.7638	0.2970	20.2281	N	08/2021	Incumbent
11-9199.09	3.A.1	Related Work Experience	RW	11	19.15	20	14.2735	3.3236	61.9941	N	08/2021	Incumbent
11-9199.09	3.A.2	On-Site or In-Plant Training	PT	1	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	3.A.2	On-Site or In-Plant Training	PT	2	3.23	20	3.3245	0.3607	23.5888	N	08/2021	Incumbent
11-9199.09	3.A.2	On-Site or In-Plant Training	PT	3	7.95	20	4.8887	2.0903	25.9035	N	08/2021	Incumbent
11-9199.09	3.A.2	On-Site or In-Plant Training	PT	4	2.93	20	3.0201	0.3260	21.7903	N	08/2021	Incumbent
11-9199.09	3.A.2	On-Site or In-Plant Training	PT	5	45.51	20	16.2035	17.5432	76.6307	N	08/2021	Incumbent
11-9199.09	3.A.2	On-Site or In-Plant Training	PT	6	16.58	20	12.5262	2.8999	56.9511	N	08/2021	Incumbent
11-9199.09	3.A.2	On-Site or In-Plant Training	PT	7	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	3.A.2	On-Site or In-Plant Training	PT	8	23.79	20	14.3278	5.6344	62.0064	N	08/2021	Incumbent
11-9199.09	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	3.A.3	On-the-Job Training	OJ	1	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	3.A.3	On-the-Job Training	OJ	2	3.23	20	3.3245	0.3607	23.5888	N	08/2021	Incumbent
11-9199.09	3.A.3	On-the-Job Training	OJ	3	10.56	20	5.8872	3.1056	30.3249	N	08/2021	Incumbent
11-9199.09	3.A.3	On-the-Job Training	OJ	4	15.55	20	12.3886	2.4906	57.0176	N	08/2021	Incumbent
11-9199.09	3.A.3	On-the-Job Training	OJ	5	37.79	20	16.4981	12.2687	72.5197	N	08/2021	Incumbent
11-9199.09	3.A.3	On-the-Job Training	OJ	6	9.08	20	5.4843	2.4231	28.6304	N	08/2021	Incumbent
11-9199.09	3.A.3	On-the-Job Training	OJ	7	3.23	20	3.3245	0.3607	23.5888	N	08/2021	Incumbent
11-9199.09	3.A.3	On-the-Job Training	OJ	8	20.56	20	14.2193	4.0139	61.5511	N	08/2021	Incumbent
11-9199.09	3.A.3	On-the-Job Training	OJ	9	0.00	20	0.0000	n/a	n/a	N	08/2021	Incumbent
11-9199.09	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.74	20	0.2063	1.3108	2.1745	N	08/2021	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	1	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	2	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	3	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	4	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	5	18.27	16	12.3359	3.6984	56.5307	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	6	66.85	16	15.0733	32.1165	89.5761	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	7	2.61	16	2.7248	0.2714	20.8548	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	8	12.28	16	11.4868	1.4211	57.6107	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	9	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	10	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	11	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	2.D.1	Required Level of Education	RL	12	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	1	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	2	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	3	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	4	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	5	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	6	24.41	16	12.3793	7.1705	57.4347	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	7	14.96	16	13.3352	1.8471	62.1675	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	8	33.56	16	11.3881	14.5379	60.0076	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	9	20.15	16	11.9693	4.9159	55.1978	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	10	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	3.A.1	Related Work Experience	RW	11	6.92	16	5.3189	1.2642	30.1703	N	07/2016	Incumbent
11-9199.10	3.A.2	On-Site or In-Plant Training	PT	1	11.34	16	7.0090	2.8138	36.1100	N	07/2016	Incumbent
11-9199.10	3.A.2	On-Site or In-Plant Training	PT	2	6.14	16	5.7434	0.7756	35.3735	N	07/2016	Incumbent
11-9199.10	3.A.2	On-Site or In-Plant Training	PT	3	27.85	16	13.2940	8.6082	61.2579	N	07/2016	Incumbent
11-9199.10	3.A.2	On-Site or In-Plant Training	PT	4	16.02	16	8.4111	4.7919	41.9661	N	07/2016	Incumbent
11-9199.10	3.A.2	On-Site or In-Plant Training	PT	5	8.75	16	6.8363	1.5213	37.2986	N	07/2016	Incumbent
11-9199.10	3.A.2	On-Site or In-Plant Training	PT	6	6.14	16	5.7434	0.7756	35.3735	N	07/2016	Incumbent
11-9199.10	3.A.2	On-Site or In-Plant Training	PT	7	2.67	16	2.7257	0.2930	20.4061	N	07/2016	Incumbent
11-9199.10	3.A.2	On-Site or In-Plant Training	PT	8	21.09	16	13.4366	4.5656	59.9024	N	07/2016	Incumbent
11-9199.10	3.A.2	On-Site or In-Plant Training	PT	9	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	3.A.3	On-the-Job Training	OJ	1	6.14	16	5.7434	0.7756	35.3735	N	07/2016	Incumbent
11-9199.10	3.A.3	On-the-Job Training	OJ	2	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	3.A.3	On-the-Job Training	OJ	3	22.58	16	12.7349	5.8150	57.9457	N	07/2016	Incumbent
11-9199.10	3.A.3	On-the-Job Training	OJ	4	22.24	16	12.0524	6.0792	55.8156	N	07/2016	Incumbent
11-9199.10	3.A.3	On-the-Job Training	OJ	5	16.53	16	8.8698	4.7904	43.8043	N	07/2016	Incumbent
11-9199.10	3.A.3	On-the-Job Training	OJ	6	17.56	16	8.0937	6.0749	41.2219	N	07/2016	Incumbent
11-9199.10	3.A.3	On-the-Job Training	OJ	7	14.96	16	13.3352	1.8471	62.1675	N	07/2016	Incumbent
11-9199.10	3.A.3	On-the-Job Training	OJ	8	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.10	3.A.3	On-the-Job Training	OJ	9	0.00	16	0.0000	n/a	n/a	N	07/2016	Incumbent
11-9199.11	2.D.1	Required Level of Education	RL	1	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	2	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	3	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	4	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	5	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	6	77.27	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	7	9.09	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	8	9.09	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	9	4.55	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	10	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	11	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.1	Required Level of Education	RL	12	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.86	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	1	4.55	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	2	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	3	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	4	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	5	4.55	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	6	9.09	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	7	31.82	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	8	18.18	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	9	4.55	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	10	13.64	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.1	Related Work Experience	RW	11	13.64	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.2	On-Site or In-Plant Training	PT	1	36.36	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.2	On-Site or In-Plant Training	PT	2	9.09	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.2	On-Site or In-Plant Training	PT	3	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.2	On-Site or In-Plant Training	PT	4	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.2	On-Site or In-Plant Training	PT	5	13.64	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.2	On-Site or In-Plant Training	PT	6	13.64	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.2	On-Site or In-Plant Training	PT	7	9.09	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.2	On-Site or In-Plant Training	PT	8	13.64	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.2	On-Site or In-Plant Training	PT	9	4.55	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.3	On-the-Job Training	OJ	1	4.55	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.3	On-the-Job Training	OJ	2	4.55	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.3	On-the-Job Training	OJ	3	4.55	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.3	On-the-Job Training	OJ	4	4.55	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.3	On-the-Job Training	OJ	5	22.73	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.3	On-the-Job Training	OJ	6	27.27	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.3	On-the-Job Training	OJ	7	18.18	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.3	On-the-Job Training	OJ	8	13.64	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.3	On-the-Job Training	OJ	9	0.00	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
11-9199.11	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.55	22	n/a	n/a	n/a	n/a	08/2021	Occupational Expert
13-1011.00	2.D.1	Required Level of Education	RL	1	1.34	22	1.3393	0.1642	10.0588	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	2	37.97	22	14.5245	14.5158	68.8202	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	3	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	4	2.56	22	1.4676	0.7669	8.1981	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	5	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	6	41.33	22	13.3374	18.3260	68.8555	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	7	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	8	16.80	22	11.4504	3.5468	52.5905	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	9	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	10	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	11	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
13-1011.00	2.D.1	Required Level of Education	RL	12	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
13-1011.00	3.A.1	Related Work Experience	RW	1	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
13-1011.00	3.A.1	Related Work Experience	RW	2	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
13-1011.00	3.A.1	Related Work Experience	RW	3	10.30	22	9.2897	1.3981	48.1717	N	08/2020	Incumbent
13-1011.00	3.A.1	Related Work Experience	RW	4	0.00	22	0.0000	n/a	n/a	N	08/2020	Incumbent
13-1011.00	3.A.1	Related Work Experience	RW	5	17.63	22	11.0183	4.2323	50.9063	N	08/2020	Incumbent
13-1011.00	3.A.1	Related Work Experience	RW	6	36.61	22	15.4602	12.6286	69.7731	N	08/2020	Incumbent
13-1011.00	3.A.1	Related Work Experience	RW	7	11.52	22	9.5694	1.8142	47.8448	N	08/2020	Incumbent
13-1011.00	3.A.1	Related Work Experience	RW	8	14.25	22	9.6327	3.1249	46.1252	N	08/2020	Incumbent
13-1011.00	3.A.1	Related Work Experience	RW	9	9.69	22	9.2592	1.1734	49.2122	N	08/2020	Incumbent
